ProjectName,ClassName,ReleaseID,LOC,numRevisions,numRevisionsFromBegin,numFixes,numFixesFromBegin,numAuthors,numAuthorsFromBegin,churn,churnFromBegin,maxLOCAdded,maxLOCAddedFromBegin,avgLOCAdded,avgLOCAddedFromBegin,avgChangeSet,avgChangeSetFromBegin,maxChangeSet,maxChangeSetFromBegin,age,weightedAge,numOps,avgTimeBetweenCommits,numSmells,isBuggy
SYNCOPE,console/src/main/java/org/apache/syncope/console/pages/panels/ActionDataTablePanel.java,1,150,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,0.0,0,true
SYNCOPE,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/ActionLink.java,1,84,5,1,1,0,3,1,110,43,43,43,19.6,43.0,569.0,1329.0,1329.0,1329.0,0,153.02727272727273,6,0.06097560975609756,1,true
SYNCOPE,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/ActionLinksPanel.java,1,587,6,1,1,0,3,1,872,254,264,254,115.0,254.0,545.5,1329.0,1329.0,1329.0,0,151.30963302752295,7,0.07317073170731707,25,true
SYNCOPE,console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/ActionResultColumn.java,1,78,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.0,1,false
SYNCOPE,console/src/main/java/org/apache/syncope/console/commons/ActionTableCheckGroup.java,1,41,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,0,true
SYNCOPE,core/src/main/java/org/apache/syncope/core/workflow/ActivitiDetector.java,1,87,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,0,true
SYNCOPE,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiImportUtils.java,1,93,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,1,false
SYNCOPE,console/src/main/java/org/apache/syncope/console/pages/ActivitiModelerPopupPage.java,1,28,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,false
SYNCOPE,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiUserWorkflowAdapter.java,1,898,22,2,3,1,4,2,2217,697,650,650,80.0909090909091,338.5,169.0,667.5,1329.0,1329.0,0,206.7253044654939,37,0.09821428571428571,0,true
SYNCOPE,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiWorkflowLoader.java,1,105,8,1,2,0,4,1,232,66,66,66,22.75,66.0,408.125,1329.0,1329.0,1329.0,0,196.10344827586206,3,0.0427807486631016,1,true
SYNCOPE,core/src/main/java/org/apache/syncope/core/services/AddETagFilter.java,1,51,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0,false
SYNCOPE,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxCheckBoxPanel.java,1,131,14,2,1,0,4,2,420,96,94,94,21.714285714285715,47.5,253.35714285714286,666.5,1329.0,1329.0,0,374.84761904761905,4,0.0219435736677116,0,true
SYNCOPE,console/src/main/java/org/apache/syncope/console/pages/panels/AjaxDataTablePanel.java,1,143,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0,true
SYNCOPE,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxDecoratedCheckbox.java,1,56,7,1,1,0,3,1,160,67,67,67,21.0,67.0,468.14285714285717,1329.0,1329.0,1329.0,0,280.9625,3,0.016203703703703703,2,true
SYNCOPE,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxDropDownChoicePanel.java,1,88,14,1,1,0,3,1,448,79,79,79,21.642857142857142,79.0,256.42857142857144,1329.0,1329.0,1329.0,0,341.81919642857144,6,0.02729044834307992,1,true
SYNCOPE,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxPalettePanel.java,1,71,7,1,1,0,3,1,254,67,67,67,27.714285714285715,67.0,477.57142857142856,1329.0,1329.0,1329.0,0,211.4291338582677,6,0.030434782608695653,0,false
SYNCOPE,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxPasswordFieldPanel.java,1,61,11,1,1,0,3,1,235,64,64,64,19.0,64.0,302.72727272727275,1329.0,1329.0,1329.0,0,264.49787234042554,2,0.029177718832891247,0,true
SYNCOPE,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxTextFieldPanel.java,1,99,15,1,1,0,3,1,518,87,87,87,23.066666666666666,87.0,246.0,1329.0,1329.0,1329.0,0,398.0849420849421,4,0.024115755627009645,1,true
