Data: 21/05/2026
Posizione,Progetto,Classe,Versione,Numero Smell,Tempo di Refactoring,Debito Tecnico
1230,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/AnyObjectDataBinderImpl.java,5.0.0,2,10,0.2
1231,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/AnyTypeClassDataBinderImpl.java,5.0.0,1,5,0.2
1232,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/AttrRepoDataBinderImpl.java,5.0.0,1,5,0.2
1233,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/AuthModuleDataBinderImpl.java,5.0.0,1,5,0.2
1234,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/AuthProfileSelfService.java,5.0.0,1,2,0.2
1235,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/BaseAjaxWizardBuilder.java,5.0.0,1,2,0.2
1236,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/BinaryFieldDownload.java,5.0.0,2,4,0.2
1237,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/chartjs/ChartOptions.java,5.0.0,1,15,0.2
1238,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/collections/CircularFifoQueue.java,5.0.0,2,14,0.2
1239,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/CommandService.java,5.0.0,1,2,0.2
1240,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/types/ConnConfPropSchema.java,5.0.0,1,5,0.2
1241,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/ConnObjectTOQuery.java,5.0.0,1,5,0.2
1242,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/stream/CSVStreamConnector.java,5.0.0,3,15,0.2
1243,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/DBPasswordPropagationActions.java,5.0.0,1,5,0.2
1244,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/DBPasswordPullActions.java,5.0.0,1,5,0.2
1245,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultAnyObjectProvisioningManager.java,5.0.0,2,10,0.2
1246,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/DefaultAnyObjectPullResultHandler.java,5.0.0,1,5,0.2
1247,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultGroupProvisioningManager.java,5.0.0,2,10,0.2
1248,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/DefaultGroupPullResultHandler.java,5.0.0,1,5,0.2
1249,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/policy/DefaultRuleProvider.java,5.0.0,1,5,0.2
1250,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultUserProvisioningManager.java,5.0.0,4,20,0.2
1251,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/DelegationDataBinderImpl.java,5.0.0,1,5,0.2
1252,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/EntitlementsHolder.java,5.0.0,2,2,0.2
1253,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/ExternalResourceRepoExtImpl.java,5.0.0,2,10,0.2
1254,SYNCOPE,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/impl/FlowableUserRequestHandler.java,5.0.0,5,28,0.2
1255,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/wa/ImpersonationService.java,5.0.0,1,2,0.2
1256,SYNCOPE,fit/build-tools/src/main/java/com/icegreen/greenmail/smtp/InterruptableSmtpServer.java,5.0.0,1,2,0.2
1257,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/ajax/markup/html/LabelInfo.java,5.0.0,1,2,0.2
1258,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/LDAPPasswordPropagationActions.java,5.0.0,1,5,0.2
1259,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/LogOutputStream.java,5.0.0,1,5,0.2
1260,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/wa/MfaTrustStorageService.java,5.0.0,1,2,0.2
1261,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/Neo4jBatchDAO.java,5.0.0,1,5,0.2
1262,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/notifications/NotificationWrapper.java,5.0.0,1,5,0.2
1263,SYNCOPE,ext/oidcc4ui/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/OIDCC4UIService.java,5.0.0,1,2,0.2
1264,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/OIDCOpEntityService.java,5.0.0,2,4,0.2
1265,SYNCOPE,ext/openfga/client-openfga/src/main/java/org/apache/syncope/ext/openfga/client/OpenFGAStoreManager.java,5.0.0,3,16,0.2
1266,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/PasswordPatch.java,5.0.0,1,5,0.2
1267,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/PreviewUtils.java,5.0.0,1,2,0.2
1268,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/PullResultHandlerDispatcher.java,5.0.0,1,2,0.2
1269,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/PushResultHandlerDispatcher.java,5.0.0,2,4,0.2
1270,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/RealmService.java,5.0.0,3,6,0.2
1271,SYNCOPE,core/idm/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/RemediationServiceImpl.java,5.0.0,1,5,0.2
1272,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/ReportDataBinderImpl.java,5.0.0,1,5,0.2
1273,SYNCOPE,fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/SampleReportJobDelegate.java,5.0.0,1,5,0.2
1274,SYNCOPE,ext/scimv2/scim-rest-cxf/src/main/java/org/apache/syncope/ext/scimv2/cxf/service/SCIMAnyObjectServiceImpl.java,5.0.0,1,8,0.2
1275,SYNCOPE,ext/scimv2/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/SCIMConfService.java,5.0.0,1,2,0.2
1276,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/SearchSupport.java,5.0.0,1,5,0.2
1277,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/status/StatusBean.java,5.0.0,1,5,0.2
1278,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/status/StatusModal.java,5.0.0,1,2,0.2
1279,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/status/StatusUtils.java,5.0.0,3,12,0.2
1280,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/SyncopeOpenApiCustomizer.java,5.0.0,1,8,0.2
1281,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/SyncopeService.java,5.0.0,3,6,0.2
1282,SYNCOPE,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/support/SyncopeTaskFormHandler.java,5.0.0,1,5,0.2
1283,SYNCOPE,fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/TestSampleJobDelegate.java,5.0.0,1,2,0.2
1284,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/UserRestClient.java,5.0.0,1,8,0.2
1285,SYNCOPE,fit/build-tools/src/main/java/org/apache/syncope/fit/buildtools/cxf/UserService.java,5.0.0,2,10,0.2
1286,SYNCOPE,ext/flowable/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/UserWorkflowTaskService.java,5.0.0,1,2,0.2
1287,SYNCOPE,wa/bootstrap/src/main/java/org/apache/syncope/wa/bootstrap/WABootstrapConfiguration.java,5.0.0,1,5,0.2
1288,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/wa/WAClientAppDataBinderImpl.java,5.0.0,1,5,0.2
1289,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/wa/WAClientAppService.java,5.0.0,1,2,0.2
1290,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/pac4j/saml/WASAML2ClientMetadataGenerator.java,5.0.0,1,5,0.2
1291,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/wa/WASAML2SPService.java,5.0.0,1,2,0.2
1292,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/surrogate/WASurrogateAuthenticationService.java,5.0.0,1,2,0.2
1293,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/content/XMLContentLoader.java,5.0.0,3,4,0.2
1294,SYNCOPE,common/keymaster/client-zookeeper/src/main/java/org/apache/syncope/common/keymaster/client/zookeeper/ZookeeperKeymasterClientContext.java,5.0.0,1,5,0.2
1295,SYNCOPE,core/workflow-java/src/main/java/org/apache/syncope/core/workflow/java/AbstractAnyObjectWorkflowAdapter.java,5.0.0,1,2,0.1
1296,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/AbstractAnyRepoExt.java,5.0.0,1,5,0.1
1297,SYNCOPE,core/workflow-java/src/main/java/org/apache/syncope/core/workflow/java/AbstractGroupWorkflowAdapter.java,5.0.0,1,2,0.1
1298,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/AbstractLDAPConf.java,5.0.0,3,9,0.1
1299,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/dao/AbstractRealmSearchDAO.java,5.0.0,1,2,0.1
1300,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/resources/AbstractResourceWizardBuilder.java,5.0.0,1,2,0.1
1301,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/AbstractTimeframeQuery.java,5.0.0,1,2,0.1
1302,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/AccessTokenService.java,5.0.0,1,2,0.1
1303,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/widgets/AlertWidget.java,5.0.0,1,2,0.1
1304,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/AnyObjectService.java,5.0.0,2,4,0.1
1305,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/AnyTypeClassService.java,5.0.0,1,2,0.1
1306,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/AnyTypeDataBinderImpl.java,5.0.0,1,5,0.1
1307,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/AnyTypeService.java,5.0.0,1,2,0.1
1308,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/AttrRepoService.java,5.0.0,1,2,0.1
1309,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/AuditService.java,5.0.0,1,2,0.1
1310,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/AuthModuleService.java,5.0.0,1,2,0.1
1311,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/AuthProfileService.java,5.0.0,1,2,0.1
1312,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/batch/BatchProcess.java,5.0.0,1,5,0.1
1313,SYNCOPE,ext/flowable/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/BpmnProcessService.java,5.0.0,1,2,0.1
1314,SYNCOPE,ext/flowable/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/BpmnProcessServiceImpl.java,5.0.0,1,2,0.1
1315,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/ClientAppService.java,5.0.0,1,2,0.1
1316,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/CommandLogic.java,5.0.0,2,4,0.1
1317,SYNCOPE,common/keymaster/self/rest-api/src/main/java/org/apache/syncope/common/keymaster/rest/api/service/ConfParamService.java,5.0.0,1,2,0.1
1318,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/rest/ConnectorRestClient.java,5.0.0,1,5,0.1
1319,SYNCOPE,common/idm/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/ConnectorService.java,5.0.0,1,2,0.1
1320,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/ConnInstanceDataBinderImpl.java,5.0.0,1,5,0.1
1321,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/wa/ConsentDecisionService.java,5.0.0,1,2,0.1
1322,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultAuditManager.java,5.0.0,1,5,0.1
1323,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/policy/DefaultPasswordRule.java,5.0.0,1,5,0.1
1324,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/DelegationService.java,5.0.0,1,2,0.1
1325,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/spring/DomainEntityManagerFactoryBean.java,5.0.0,2,2,0.1
1326,SYNCOPE,common/keymaster/self/rest-api/src/main/java/org/apache/syncope/common/keymaster/rest/api/service/DomainService.java,5.0.0,1,2,0.1
1327,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/FIQLQueryService.java,5.0.0,1,2,0.1
1328,SYNCOPE,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/impl/FlowableDeployUtils.java,5.0.0,1,2,0.1
1329,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/utils/FormatUtils.java,5.0.0,2,3,0.1
1330,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/wa/GoogleMfaAuthAccountService.java,5.0.0,1,2,0.1
1331,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/wa/GoogleMfaAuthTokenService.java,5.0.0,1,2,0.1
1332,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/any/Groups.java,5.0.0,1,5,0.1
1333,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/GroupService.java,5.0.0,2,4,0.1
1334,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/ImplementationService.java,5.0.0,1,2,0.1
1335,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/attrvalue/InvalidEntityException.java,5.0.0,1,2,0.1
1336,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAAnyMatchDAO.java,5.0.0,1,2,0.1
1337,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/any/LinkedAccountWizardBuilder.java,5.0.0,1,2,0.1
1338,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/MailTemplateService.java,5.0.0,1,2,0.1
1339,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/MailTemplateServiceImpl.java,5.0.0,1,2,0.1
1340,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/security/jws/MSEntraJWSVerifierCacheLoader.java,5.0.0,1,5,0.1
1341,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/NotificationDataBinderImpl.java,5.0.0,1,5,0.1
1342,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/NotificationService.java,5.0.0,1,2,0.1
1343,SYNCOPE,ext/oidcc4ui/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/OIDCC4UIProviderService.java,5.0.0,1,2,0.1
1344,SYNCOPE,ext/oidcc4ui/logic/src/main/java/org/apache/syncope/core/logic/oidc/OIDCClientCache.java,5.0.0,1,5,0.1
1345,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/OIDCOpEntityDataBinderImpl.java,5.0.0,1,5,0.1
1346,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/PasswordManagementService.java,5.0.0,1,2,0.1
1347,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/PolicyService.java,5.0.0,1,2,0.1
1348,SYNCOPE,common/idm/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/ReconciliationService.java,5.0.0,1,2,0.1
1349,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/RelationshipTypeService.java,5.0.0,1,2,0.1
1350,SYNCOPE,common/idm/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/RemediationService.java,5.0.0,3,6,0.1
1351,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/ReportService.java,5.0.0,1,2,0.1
1352,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/resources/ResourceProvision.java,5.0.0,1,5,0.1
1353,SYNCOPE,common/idm/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/ResourceService.java,5.0.0,2,4,0.1
1354,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/RoleService.java,5.0.0,1,2,0.1
1355,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/RoleServiceImpl.java,5.0.0,1,2,0.1
1356,SYNCOPE,ext/saml2sp4ui/logic/src/main/java/org/apache/syncope/core/logic/saml2/SAML2ClientCache.java,5.0.0,1,2,0.1
1357,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/SAML2IdPEntityService.java,5.0.0,1,2,0.1
1358,SYNCOPE,ext/saml2sp4ui/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/SAML2SP4UIIdPService.java,5.0.0,1,2,0.1
1359,SYNCOPE,ext/saml2sp4ui/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/SAML2SP4UIService.java,5.0.0,1,2,0.1
1360,SYNCOPE,ext/saml2sp4ui/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/SAML2SP4UIServiceImpl.java,5.0.0,1,2,0.1
1361,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/SchemaService.java,5.0.0,1,2,0.1
1362,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/SecurityConfig.java,5.0.0,1,5,0.1
1363,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/security/SecurityContext.java,5.0.0,1,5,0.1
1364,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/SecurityQuestionService.java,5.0.0,1,2,0.1
1365,SYNCOPE,common/keymaster/self/client-self/src/main/java/org/apache/syncope/common/keymaster/client/self/SelfKeymasterOps.java,5.0.0,1,2,0.1
1366,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/pac4j/ServerWebExchangeContext.java,5.0.0,1,5,0.1
1367,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/SinglePushJobDelegate.java,5.0.0,1,5,0.1
1368,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/SRARouteService.java,5.0.0,1,2,0.1
1369,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/stream/StreamPushJobDelegate.java,5.0.0,1,5,0.1
1370,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/TaskService.java,5.0.0,2,4,0.1
1371,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/task/TaskUtils.java,5.0.0,1,2,0.1
1372,SYNCOPE,ext/flowable/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/UserRequestService.java,5.0.0,2,4,0.1
1373,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/UserSelfService.java,5.0.0,3,6,0.1
1374,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/UserService.java,5.0.0,3,6,0.1
1375,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/gauth/WAGoogleMfaAuthTokenRepository.java,5.0.0,1,2,0.1
1376,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/wa/WebAuthnRegistrationService.java,5.0.0,1,2,0.1
1377,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/layout/AbstractAnyFormBaseLayout.java,5.0.0,0,0,0.0
1378,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/layout/AbstractAnyFormLayout.java,5.0.0,0,0,0.0
1379,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractAttributable.java,5.0.0,0,0,0.0
1380,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/AbstractAttributable.java,5.0.0,0,0,0.0
1381,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/clientapps/AbstractAttributeProviderConf.java,5.0.0,0,0,0.0
1382,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/AbstractAzureActiveDirectoryConf.java,5.0.0,0,0,0.0
1383,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/resources/AbstractBpmnProcessResource.java,5.0.0,0,0,0.0
1384,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/AbstractClientRepoExt.java,5.0.0,0,0,0.0
1385,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/AbstractClientRepoExt.java,5.0.0,0,0,0.0
1386,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/content/AbstractContentLoaderHandler.java,5.0.0,0,0,0.0
1387,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/AbstractDomainProperties.java,5.0.0,0,0,0.0
1388,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractEntity.java,5.0.0,0,0,0.0
1389,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/AbstractExecutableDatabinder.java,5.0.0,0,0,0.0
1390,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/AbstractJDBCConf.java,5.0.0,0,0,0.0
1391,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/AbstractLogic.java,5.0.0,0,0,0.0
1392,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/AbstractMembership.java,5.0.0,0,0,0.0
1393,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AbstractModalPanel.java,5.0.0,0,0,0.0
1394,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/AbstractNode.java,5.0.0,0,0,0.0
1395,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/AbstractOIDCAuthModuleConf.java,5.0.0,0,0,0.0
1396,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/AbstractOktaConf.java,5.0.0,0,0,0.0
1397,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/AbstractPatch.java,5.0.0,0,0,0.0
1398,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/AbstractPersistenceProperties.java,5.0.0,0,0,0.0
1399,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/AbstractPlainSchemaRepoExt.java,5.0.0,0,0,0.0
1400,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/AbstractQuery.java,5.0.0,0,0,0.0
1401,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractRelatable.java,5.0.0,0,0,0.0
1402,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/AbstractRelationship.java,5.0.0,0,0,0.0
1403,SYNCOPE,ext/saml2sp4ui/logic/src/main/java/org/apache/syncope/core/logic/AbstractSAML2SP4UILogic.java,5.0.0,0,0,0.0
1404,SYNCOPE,ext/saml2sp4ui/client-common-ui/src/main/java/org/apache/syncope/client/ui/commons/resources/saml2sp4ui/AbstractSAML2SP4UIResource.java,5.0.0,0,0,0.0
1405,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/AbstractSchemaRepoExt.java,5.0.0,0,0,0.0
1406,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/search/AbstractSearchCond.java,5.0.0,0,0,0.0
1407,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/AbstractStartEndBean.java,5.0.0,0,0,0.0
1408,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/AbstractTask.java,5.0.0,0,0,0.0
1409,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/AbstractTaskExec.java,5.0.0,0,0,0.0
1410,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/AbstractTaskExec.java,5.0.0,0,0,0.0
1411,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/AbstractTransactionalLogic.java,5.0.0,0,0,0.0
1412,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/attrvalue/AbstractValidator.java,5.0.0,0,0,0.0
1413,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/AbstractValidator.java,5.0.0,0,0,0.0
1414,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/serialization/AbstractValueDeserializer.java,5.0.0,0,0,0.0
1415,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/serialization/AbstractValueSerializer.java,5.0.0,0,0,0.0
1416,SYNCOPE,core/workflow-java/src/main/java/org/apache/syncope/core/workflow/java/AbstractWorkflowAdapter.java,5.0.0,0,0,0.0
1417,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/mapping/AccessMapper.java,5.0.0,0,0,0.0
1418,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/AccessPolicy.java,5.0.0,0,0,0.0
1419,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/policy/AccessPolicyConf.java,5.0.0,0,0,0.0
