Data: 21/05/2026
Posizione,Progetto,Classe,Versione,Numero Smell,Tempo di Refactoring
614,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/Neo4jRealmDAO.java,5.0.0,4,40
615,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Notification.java,5.0.0,2,40
616,SYNCOPE,ext/oidcc4ui/logic/src/main/java/org/apache/syncope/core/logic/oidc/OIDCUserManager.java,5.0.0,4,40
617,SYNCOPE,ext/opensearch/client-opensearch/src/main/java/org/apache/syncope/ext/opensearch/client/OpenSearchUtils.java,5.0.0,7,40
618,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/OutboundMatcher.java,5.0.0,4,40
619,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/PushPolicy.java,5.0.0,2,40
620,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/RelationshipType.java,5.0.0,2,40
621,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/SchemaDAO.java,5.0.0,2,40
622,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/TaskExecDAO.java,5.0.0,2,40
623,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/UserDAO.java,5.0.0,2,40
624,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/ws/BasePageWebSocketBehavior.java,5.0.0,4,39
625,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/GroupRepoExtImpl.java,5.0.0,3,39
626,SYNCOPE,ext/scimv2/scim-rest-cxf/src/main/java/org/apache/syncope/ext/scimv2/cxf/SCIMExceptionMapper.java,5.0.0,10,39
627,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/MySQLJPARealmSearchDAO.java,5.0.0,4,38
628,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/RelationshipTypeRepoExtImpl.java,5.0.0,4,38
629,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/wizards/AbstractModalPanelBuilder.java,5.0.0,3,37
630,SYNCOPE,client/idrepo/lib/src/main/java/org/apache/syncope/client/lib/RestClientExceptionMapper.java,5.0.0,2,37
631,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/FIQLQueryLogic.java,5.0.0,2,36
632,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/TaskType.java,5.0.0,6,36
633,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/search/AbstractFiqlSearchConditionBuilder.java,5.0.0,3,35
634,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/report/AbstractReportJobDelegate.java,5.0.0,7,35
635,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/AbstractSchedTaskJobDelegate.java,5.0.0,7,35
636,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractTypeExtension.java,5.0.0,2,35
637,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/AbstractTypeExtension.java,5.0.0,2,35
638,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/AnyTypeRepoExtImpl.java,5.0.0,6,35
639,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/batch/BatchItemRequest.java,5.0.0,4,35
640,SYNCOPE,core/self-keymaster-starter/src/main/java/org/apache/syncope/core/keymaster/rest/cxf/service/ConfParamServiceImpl.java,5.0.0,2,35
641,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAAccountPolicy.java,5.0.0,2,35
642,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAAttrReleasePolicy.java,5.0.0,2,35
643,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAExternalResource.java,5.0.0,2,35
644,SYNCOPE,ext/oidcc4ui/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAOIDCC4UIProvider.java,5.0.0,2,35
645,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAPasswordPolicy.java,5.0.0,2,35
646,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAReport.java,5.0.0,2,35
647,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPARole.java,5.0.0,2,35
648,SYNCOPE,ext/saml2sp4ui/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPASAML2SP4UIIdP.java,5.0.0,2,35
649,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPATaskExecDAO.java,5.0.0,4,35
650,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/policy/Neo4jAccountPolicy.java,5.0.0,2,35
651,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/policy/Neo4jAttrReleasePolicy.java,5.0.0,2,35
652,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/policy/Neo4jPasswordPolicy.java,5.0.0,2,35
653,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jReport.java,5.0.0,2,35
654,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jRole.java,5.0.0,2,35
655,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/SinglePullJobDelegate.java,5.0.0,4,35
656,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/pac4j/saml/WASAML2ClientKeystoreGenerator.java,5.0.0,2,35
657,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/MfaLogic.java,5.0.0,3,33
658,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/MySQLJPAAnySearchDAO.java,5.0.0,4,33
659,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/PriorityPropagationTaskExecutor.java,5.0.0,3,33
660,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/RestServiceExceptionMapper.java,5.0.0,4,33
661,SYNCOPE,ext/saml2sp4ui/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/SAML2SP4UIIdPDataBinderImpl.java,5.0.0,3,33
662,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/commons/AMRealmPolicyProvider.java,5.0.0,4,32
663,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/wizards/any/AnyWrapper.java,5.0.0,2,32
664,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/am/Neo4jWAConfigEntry.java,5.0.0,2,32
665,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/RoleLogic.java,5.0.0,2,32
666,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/PolicyDataBinderImpl.java,5.0.0,2,31
667,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractAny.java,5.0.0,1,30
668,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/AbstractAny.java,5.0.0,1,30
669,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/AbstractClientApp.java,5.0.0,1,30
670,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/am/AbstractClientApp.java,5.0.0,1,30
671,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/AbstractCorrelationRuleEntity.java,5.0.0,1,30
672,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/policy/AbstractCorrelationRuleEntity.java,5.0.0,1,30
673,SYNCOPE,common/idm/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/AbstractCSVSpec.java,5.0.0,1,30
674,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractExec.java,5.0.0,1,30
675,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/AbstractExec.java,5.0.0,1,30
676,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractGeneratedKeyEntity.java,5.0.0,1,30
677,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/AbstractGeneratedKeyNode.java,5.0.0,1,30
678,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/AbstractOAuth20AuthModuleConf.java,5.0.0,1,30
679,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/AbstractPatchItem.java,5.0.0,1,30
680,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/AbstractPolicy.java,5.0.0,1,30
681,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractProvidedKeyEntity.java,5.0.0,1,30
682,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/AbstractProvidedKeyNode.java,5.0.0,1,30
683,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/AbstractProvisioningPolicy.java,5.0.0,1,30
684,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/AbstractProvisioningTask.java,5.0.0,1,30
685,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/AbstractSchedTask.java,5.0.0,1,30
686,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractSchema.java,5.0.0,1,30
687,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/policy/AccessPolicyTO.java,5.0.0,1,30
688,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/policy/AccountPolicyTO.java,5.0.0,1,30
689,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/rest/AMSessionRestClient.java,5.0.0,1,30
690,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/policy/AttrReleasePolicyTO.java,5.0.0,1,30
691,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/AuditQuery.java,5.0.0,1,30
692,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/policy/AuthPolicyTO.java,5.0.0,1,30
693,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/AuthProfileQuery.java,5.0.0,1,30
694,SYNCOPE,client/idrepo/lib/src/main/java/org/apache/syncope/client/lib/batch/BatchClientProxyImpl.java,5.0.0,1,30
695,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/batch/BatchItemResponse.java,5.0.0,3,30
696,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/batch/BatchRequestItem.java,5.0.0,1,30
697,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/batch/BatchResponseItem.java,5.0.0,1,30
698,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/cas/CASAuthenticationToken.java,5.0.0,1,30
699,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/ClientAppDataBinderImpl.java,5.0.0,3,30
700,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/CommandQuery.java,5.0.0,1,30
701,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/spring/CommonEntityManagerFactoryConf.java,5.0.0,3,30
702,SYNCOPE,common/idm/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/CSVPushSpec.java,5.0.0,1,30
703,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/entity/DefaultAnyUtils.java,5.0.0,6,30
704,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultDerAttrHandler.java,5.0.0,5,30
705,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/Item.java,5.0.0,1,30
706,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAAccessPolicy.java,5.0.0,1,30
707,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAAccessToken.java,5.0.0,1,30
708,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/anyobject/JPAAMembership.java,5.0.0,1,30
709,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAAnyAbout.java,5.0.0,1,30
710,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPAAnyTemplateLiveSyncTask.java,5.0.0,1,30
711,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPAAnyTemplatePullTask.java,5.0.0,1,30
712,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAAnyTemplateRealm.java,5.0.0,1,30
713,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAAnyType.java,5.0.0,1,30
714,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAAnyTypeClass.java,5.0.0,1,30
715,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/anyobject/JPAARelationship.java,5.0.0,1,30
716,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/JPAAttrRepo.java,5.0.0,1,30
717,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAAuditConf.java,5.0.0,1,30
718,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAAuditEvent.java,5.0.0,1,30
719,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/JPAAuthModule.java,5.0.0,1,30
720,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAAuthPolicy.java,5.0.0,1,30
721,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/JPAAuthProfile.java,5.0.0,1,30
722,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPABatch.java,5.0.0,1,30
723,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/JPACASSPClientApp.java,5.0.0,1,30
724,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/keymaster/JPAConfParam.java,5.0.0,1,30
725,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAConnInstance.java,5.0.0,1,30
726,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPADelegation.java,5.0.0,1,30
727,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPADerSchema.java,5.0.0,1,30
728,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/keymaster/JPADomain.java,5.0.0,1,30
729,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAFIQLQuery.java,5.0.0,1,30
730,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/group/JPAGRelationship.java,5.0.0,1,30
731,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/group/JPAGroupTypeExtension.java,5.0.0,1,30
732,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAImplementation.java,5.0.0,1,30
733,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAInboundCorrelationRuleEntity.java,5.0.0,1,30
734,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAInboundPolicy.java,5.0.0,1,30
735,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAJobStatus.java,5.0.0,1,30
736,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPALiveSyncTaskExec.java,5.0.0,1,30
737,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPAMacroTaskExec.java,5.0.0,1,30
738,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAMailTemplate.java,5.0.0,1,30
739,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/keymaster/JPANetworkService.java,5.0.0,1,30
740,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPANotification.java,5.0.0,1,30
741,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPANotificationTask.java,5.0.0,1,30
742,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPANotificationTaskExec.java,5.0.0,1,30
743,SYNCOPE,ext/oidcc4ui/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAOIDCC4UIUserTemplate.java,5.0.0,1,30
744,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/JPAOIDCOpEntity.java,5.0.0,1,30
745,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/JPAOIDCRPClientApp.java,5.0.0,1,30
746,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/JPAPasswordManagement.java,5.0.0,1,30
747,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAPlainSchema.java,5.0.0,1,30
748,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAPropagationPolicy.java,5.0.0,1,30
749,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPAPropagationTask.java,5.0.0,1,30
750,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPAPropagationTaskExec.java,5.0.0,1,30
751,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPAPullTaskExec.java,5.0.0,1,30
752,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAPushCorrelationRuleEntity.java,5.0.0,1,30
753,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAPushPolicy.java,5.0.0,1,30
754,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPAPushTaskExec.java,5.0.0,1,30
755,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPARelationshipType.java,5.0.0,1,30
756,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPARelationshipTypeExtension.java,5.0.0,1,30
757,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPARemediation.java,5.0.0,1,30
758,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAReportExec.java,5.0.0,1,30
759,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/JPASAML2IdPEntity.java,5.0.0,1,30
760,SYNCOPE,ext/saml2sp4ui/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPASAML2SP4UIUserTemplate.java,5.0.0,1,30
761,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/JPASAML2SPClientApp.java,5.0.0,1,30
